value,categ
23.26,Adipose_Visceral_Omentum
59.56,Adipose_Visceral_Omentum
7.714,Adipose_Visceral_Omentum
18.52,Adipose_Visceral_Omentum
14.14,Adipose_Visceral_Omentum
7.602,Adipose_Visceral_Omentum
9.465,Adipose_Visceral_Omentum
20.3,Adipose_Visceral_Omentum
7.107,Adipose_Visceral_Omentum
22.06,Adipose_Visceral_Omentum
7.475,Adipose_Visceral_Omentum
16.31,Adipose_Visceral_Omentum
12.18,Adipose_Visceral_Omentum
12.19,Adipose_Visceral_Omentum
12.85,Adipose_Visceral_Omentum
23.44,Adipose_Visceral_Omentum
11.51,Adipose_Visceral_Omentum
9.832,Adipose_Visceral_Omentum
13.74,Adipose_Visceral_Omentum
9.05,Adipose_Visceral_Omentum
7.871,Adipose_Visceral_Omentum
15.84,Adipose_Visceral_Omentum
9.949,Adipose_Visceral_Omentum
11.39,Adipose_Visceral_Omentum
8.546,Adipose_Visceral_Omentum
9.11,Adipose_Visceral_Omentum
9.126,Adipose_Visceral_Omentum
8.363,Adipose_Visceral_Omentum
20.09,Adipose_Visceral_Omentum
12.07,Adipose_Visceral_Omentum
14.57,Adipose_Visceral_Omentum
45.97,Adipose_Visceral_Omentum
6.407,Adipose_Visceral_Omentum
5.449,Adipose_Visceral_Omentum
13.07,Adipose_Visceral_Omentum
15.64,Adipose_Visceral_Omentum
28.12,Adipose_Visceral_Omentum
24.39,Adipose_Visceral_Omentum
14.95,Adipose_Visceral_Omentum
6.754,Adipose_Visceral_Omentum
14.17,Adipose_Visceral_Omentum
8.644,Adipose_Visceral_Omentum
28.91,Adipose_Visceral_Omentum
17.7,Adipose_Visceral_Omentum
24.16,Adipose_Visceral_Omentum
27.38,Adipose_Visceral_Omentum
9.017,Adipose_Visceral_Omentum
5.634,Adipose_Visceral_Omentum
22.94,Adipose_Visceral_Omentum
12.06,Adipose_Visceral_Omentum
11.08,Adipose_Visceral_Omentum
10.95,Adipose_Visceral_Omentum
9.095,Adipose_Visceral_Omentum
3.675,Adipose_Visceral_Omentum
5.632,Adipose_Visceral_Omentum
8.279,Adipose_Visceral_Omentum
13.88,Adipose_Visceral_Omentum
7.234,Adipose_Visceral_Omentum
5.35,Adipose_Visceral_Omentum
4.052,Adipose_Visceral_Omentum
12.46,Adipose_Visceral_Omentum
27.42,Adipose_Visceral_Omentum
14.02,Adipose_Visceral_Omentum
15.54,Adipose_Visceral_Omentum
16.46,Adipose_Visceral_Omentum
10.75,Adipose_Visceral_Omentum
7.74,Adipose_Visceral_Omentum
21.62,Adipose_Visceral_Omentum
7.87,Adipose_Visceral_Omentum
6.431,Adipose_Visceral_Omentum
7.269,Adipose_Visceral_Omentum
8.645,Adipose_Visceral_Omentum
13.47,Adipose_Visceral_Omentum
8.263,Adipose_Visceral_Omentum
3.277,Adipose_Visceral_Omentum
9.68,Adipose_Visceral_Omentum
67.76,Adipose_Visceral_Omentum
29.15,Adipose_Visceral_Omentum
5.708,Adipose_Visceral_Omentum
16.76,Adipose_Visceral_Omentum
1.095,Brain_Nucleus_accumbens_basal_ganglia
0.6236,Brain_Nucleus_accumbens_basal_ganglia
0.5897,Brain_Nucleus_accumbens_basal_ganglia
1.83,Brain_Nucleus_accumbens_basal_ganglia
1.396,Brain_Nucleus_accumbens_basal_ganglia
1.121,Brain_Nucleus_accumbens_basal_ganglia
0.6362,Brain_Nucleus_accumbens_basal_ganglia
0.4148,Brain_Nucleus_accumbens_basal_ganglia
1.087,Brain_Nucleus_accumbens_basal_ganglia
0.4645,Brain_Nucleus_accumbens_basal_ganglia
0.3823,Brain_Nucleus_accumbens_basal_ganglia
1.105,Brain_Nucleus_accumbens_basal_ganglia
1.292,Brain_Nucleus_accumbens_basal_ganglia
0.434,Brain_Nucleus_accumbens_basal_ganglia
0.1663,Brain_Nucleus_accumbens_basal_ganglia
0.4091,Brain_Nucleus_accumbens_basal_ganglia
0.4988,Brain_Nucleus_accumbens_basal_ganglia
0.5495,Brain_Nucleus_accumbens_basal_ganglia
0.6781,Brain_Nucleus_accumbens_basal_ganglia
0.6151,Brain_Nucleus_accumbens_basal_ganglia
0.3177,Brain_Nucleus_accumbens_basal_ganglia
0.2232,Brain_Nucleus_accumbens_basal_ganglia
0.5246,Brain_Nucleus_accumbens_basal_ganglia
0.64,Brain_Nucleus_accumbens_basal_ganglia
0.5089,Brain_Nucleus_accumbens_basal_ganglia
0.4336,Brain_Nucleus_accumbens_basal_ganglia
0.2658,Brain_Nucleus_accumbens_basal_ganglia
0.646,Brain_Nucleus_accumbens_basal_ganglia
0.4446,Brain_Nucleus_accumbens_basal_ganglia
0.9172,Brain_Nucleus_accumbens_basal_ganglia
0.9336,Brain_Nucleus_accumbens_basal_ganglia
0.4266,Brain_Nucleus_accumbens_basal_ganglia
0.545,Brain_Nucleus_accumbens_basal_ganglia
0.7921,Brain_Nucleus_accumbens_basal_ganglia
0.31,Brain_Nucleus_accumbens_basal_ganglia
0.5153,Brain_Nucleus_accumbens_basal_ganglia
0.4516,Brain_Nucleus_accumbens_basal_ganglia
1.208,Brain_Nucleus_accumbens_basal_ganglia
0.6458,Brain_Nucleus_accumbens_basal_ganglia
0.8713,Brain_Nucleus_accumbens_basal_ganglia
0.8451,Brain_Nucleus_accumbens_basal_ganglia
0.3261,Brain_Nucleus_accumbens_basal_ganglia
2.985,Brain_Nucleus_accumbens_basal_ganglia
1.585,Brain_Nucleus_accumbens_basal_ganglia
0.6144,Brain_Nucleus_accumbens_basal_ganglia
1.291,Brain_Nucleus_accumbens_basal_ganglia
0.6082,Brain_Nucleus_accumbens_basal_ganglia
0.611,Brain_Nucleus_accumbens_basal_ganglia
1.481,Brain_Nucleus_accumbens_basal_ganglia
2.443,Brain_Nucleus_accumbens_basal_ganglia
0.3655,Brain_Nucleus_accumbens_basal_ganglia
4.899,Brain_Nucleus_accumbens_basal_ganglia
0.6216,Brain_Nucleus_accumbens_basal_ganglia
0.5679,Brain_Nucleus_accumbens_basal_ganglia
2.566,Brain_Nucleus_accumbens_basal_ganglia
0.3419,Brain_Nucleus_accumbens_basal_ganglia
0.8339,Brain_Nucleus_accumbens_basal_ganglia
0.7247,Brain_Nucleus_accumbens_basal_ganglia
0.2186,Brain_Nucleus_accumbens_basal_ganglia
0.82,Brain_Nucleus_accumbens_basal_ganglia
1.358,Brain_Nucleus_accumbens_basal_ganglia
0.521,Brain_Nucleus_accumbens_basal_ganglia
0.3397,Brain_Nucleus_accumbens_basal_ganglia
0.6058,Brain_Nucleus_accumbens_basal_ganglia
1.043,Brain_Nucleus_accumbens_basal_ganglia
0.5559,Brain_Nucleus_accumbens_basal_ganglia
0.6515,Brain_Nucleus_accumbens_basal_ganglia
0.4248,Brain_Nucleus_accumbens_basal_ganglia
0.4178,Brain_Nucleus_accumbens_basal_ganglia
0.55,Brain_Nucleus_accumbens_basal_ganglia
3.319,Brain_Nucleus_accumbens_basal_ganglia
0.1158,Brain_Nucleus_accumbens_basal_ganglia
0.2551,Brain_Nucleus_accumbens_basal_ganglia
0.5137,Brain_Nucleus_accumbens_basal_ganglia
0.6462,Brain_Nucleus_accumbens_basal_ganglia
0.6774,Brain_Nucleus_accumbens_basal_ganglia
0.6075,Brain_Nucleus_accumbens_basal_ganglia
0.3164,Brain_Nucleus_accumbens_basal_ganglia
0.4137,Brain_Nucleus_accumbens_basal_ganglia
1.664,Brain_Nucleus_accumbens_basal_ganglia
0.559,Brain_Nucleus_accumbens_basal_ganglia
0.4903,Brain_Nucleus_accumbens_basal_ganglia
0.4588,Brain_Nucleus_accumbens_basal_ganglia
0.5808,Brain_Nucleus_accumbens_basal_ganglia
0.2337,Brain_Nucleus_accumbens_basal_ganglia
0.3379,Brain_Nucleus_accumbens_basal_ganglia
1.151,Brain_Nucleus_accumbens_basal_ganglia
0.6716,Brain_Nucleus_accumbens_basal_ganglia
0.8415,Brain_Nucleus_accumbens_basal_ganglia
1.002,Brain_Nucleus_accumbens_basal_ganglia
0.9977,Brain_Nucleus_accumbens_basal_ganglia
0.8845,Brain_Nucleus_accumbens_basal_ganglia
0.5693,Brain_Nucleus_accumbens_basal_ganglia
2.843,Brain_Nucleus_accumbens_basal_ganglia
0.8727,Brain_Nucleus_accumbens_basal_ganglia
0.9636,Brain_Nucleus_accumbens_basal_ganglia
0.8618,Brain_Nucleus_accumbens_basal_ganglia
1.481,Brain_Nucleus_accumbens_basal_ganglia
0.6442,Brain_Nucleus_accumbens_basal_ganglia
0.8592,Brain_Nucleus_accumbens_basal_ganglia
1.121,Brain_Nucleus_accumbens_basal_ganglia
0.508,Brain_Nucleus_accumbens_basal_ganglia
0.8251,Brain_Nucleus_accumbens_basal_ganglia
0.6127,Brain_Nucleus_accumbens_basal_ganglia
0.4443,Brain_Nucleus_accumbens_basal_ganglia
0.7212,Brain_Nucleus_accumbens_basal_ganglia
0.3315,Brain_Nucleus_accumbens_basal_ganglia
0.6639,Brain_Nucleus_accumbens_basal_ganglia
0.3866,Brain_Nucleus_accumbens_basal_ganglia
0.6674,Brain_Nucleus_accumbens_basal_ganglia
0.2292,Brain_Nucleus_accumbens_basal_ganglia
0.4079,Brain_Nucleus_accumbens_basal_ganglia
0.4642,Brain_Nucleus_accumbens_basal_ganglia
0.3314,Brain_Nucleus_accumbens_basal_ganglia
0.507,Brain_Nucleus_accumbens_basal_ganglia
2.647,Brain_Nucleus_accumbens_basal_ganglia
0.2967,Brain_Nucleus_accumbens_basal_ganglia
0.3858,Brain_Nucleus_accumbens_basal_ganglia
0.2696,Brain_Nucleus_accumbens_basal_ganglia
1.737,Brain_Nucleus_accumbens_basal_ganglia
0.5388,Brain_Nucleus_accumbens_basal_ganglia
1.457,Brain_Nucleus_accumbens_basal_ganglia
5.537,Brain_Nucleus_accumbens_basal_ganglia
0.2691,Brain_Nucleus_accumbens_basal_ganglia
0.7683,Brain_Nucleus_accumbens_basal_ganglia
0.7034,Brain_Nucleus_accumbens_basal_ganglia
0.4217,Brain_Nucleus_accumbens_basal_ganglia
0.8155,Brain_Nucleus_accumbens_basal_ganglia
0.5054,Brain_Nucleus_accumbens_basal_ganglia
0.3692,Brain_Nucleus_accumbens_basal_ganglia
0.7217,Brain_Nucleus_accumbens_basal_ganglia
1.674,Brain_Nucleus_accumbens_basal_ganglia
0.3782,Brain_Nucleus_accumbens_basal_ganglia
0.7737,Brain_Nucleus_accumbens_basal_ganglia
0.2898,Brain_Nucleus_accumbens_basal_ganglia
1.703,Brain_Nucleus_accumbens_basal_ganglia
0.2266,Brain_Nucleus_accumbens_basal_ganglia
0.7004,Brain_Nucleus_accumbens_basal_ganglia
0.4147,Brain_Nucleus_accumbens_basal_ganglia
0.4049,Brain_Nucleus_accumbens_basal_ganglia
0.5635,Brain_Nucleus_accumbens_basal_ganglia
0.8307,Brain_Nucleus_accumbens_basal_ganglia
0.2519,Brain_Nucleus_accumbens_basal_ganglia
1.065,Brain_Nucleus_accumbens_basal_ganglia
0.3596,Brain_Nucleus_accumbens_basal_ganglia
1.093,Brain_Nucleus_accumbens_basal_ganglia
0.3089,Brain_Nucleus_accumbens_basal_ganglia
0.8911,Brain_Nucleus_accumbens_basal_ganglia
0.7626,Brain_Nucleus_accumbens_basal_ganglia
0.5038,Brain_Nucleus_accumbens_basal_ganglia
0.6006,Brain_Nucleus_accumbens_basal_ganglia
0.714,Brain_Nucleus_accumbens_basal_ganglia
0.7559,Brain_Nucleus_accumbens_basal_ganglia
1.282,Brain_Nucleus_accumbens_basal_ganglia
0.4925,Brain_Nucleus_accumbens_basal_ganglia
0.6992,Brain_Nucleus_accumbens_basal_ganglia
0.5592,Brain_Nucleus_accumbens_basal_ganglia
0.2026,Brain_Nucleus_accumbens_basal_ganglia
0.9267,Brain_Nucleus_accumbens_basal_ganglia
0.3537,Brain_Nucleus_accumbens_basal_ganglia
0.4819,Brain_Nucleus_accumbens_basal_ganglia
0.4001,Brain_Nucleus_accumbens_basal_ganglia
2.155,Brain_Nucleus_accumbens_basal_ganglia
0.4557,Brain_Nucleus_accumbens_basal_ganglia
0.747,Brain_Nucleus_accumbens_basal_ganglia
0.5658,Brain_Nucleus_accumbens_basal_ganglia
0.2576,Brain_Nucleus_accumbens_basal_ganglia
1.518,Brain_Nucleus_accumbens_basal_ganglia
0.5058,Brain_Nucleus_accumbens_basal_ganglia
0.5313,Brain_Nucleus_accumbens_basal_ganglia
0.3903,Brain_Nucleus_accumbens_basal_ganglia
1.6,Brain_Nucleus_accumbens_basal_ganglia
0.5752,Brain_Nucleus_accumbens_basal_ganglia
0.3818,Brain_Nucleus_accumbens_basal_ganglia
1.272,Brain_Nucleus_accumbens_basal_ganglia
0.4479,Brain_Nucleus_accumbens_basal_ganglia
0.5389,Brain_Nucleus_accumbens_basal_ganglia
0.8083,Brain_Nucleus_accumbens_basal_ganglia
0.3053,Brain_Nucleus_accumbens_basal_ganglia
0.753,Brain_Nucleus_accumbens_basal_ganglia
0.4427,Brain_Nucleus_accumbens_basal_ganglia
0.8562,Brain_Nucleus_accumbens_basal_ganglia
0.5969,Brain_Nucleus_accumbens_basal_ganglia
0.4628,Brain_Nucleus_accumbens_basal_ganglia
0.8177,Brain_Nucleus_accumbens_basal_ganglia
0.4409,Brain_Nucleus_accumbens_basal_ganglia
0.8068,Brain_Nucleus_accumbens_basal_ganglia
1.218,Brain_Nucleus_accumbens_basal_ganglia
0.4122,Brain_Nucleus_accumbens_basal_ganglia
0.5246,Brain_Nucleus_accumbens_basal_ganglia
0.4406,Brain_Nucleus_accumbens_basal_ganglia
0.473,Brain_Nucleus_accumbens_basal_ganglia
0.4854,Brain_Nucleus_accumbens_basal_ganglia
0.4724,Brain_Nucleus_accumbens_basal_ganglia
1.063,Brain_Nucleus_accumbens_basal_ganglia
0.195,Brain_Nucleus_accumbens_basal_ganglia
0.6048,Brain_Nucleus_accumbens_basal_ganglia
0.9237,Brain_Nucleus_accumbens_basal_ganglia
1.555,Brain_Nucleus_accumbens_basal_ganglia
2.747,Brain_Nucleus_accumbens_basal_ganglia
0.9788,Brain_Nucleus_accumbens_basal_ganglia
3.382,Brain_Nucleus_accumbens_basal_ganglia
1.576,Brain_Nucleus_accumbens_basal_ganglia
1.118,Brain_Nucleus_accumbens_basal_ganglia
2.178,Brain_Nucleus_accumbens_basal_ganglia
2.244,Brain_Nucleus_accumbens_basal_ganglia
0.8206,Brain_Nucleus_accumbens_basal_ganglia
1.343,Brain_Nucleus_accumbens_basal_ganglia
0.6626,Brain_Nucleus_accumbens_basal_ganglia
1.15,Brain_Nucleus_accumbens_basal_ganglia
1.257,Brain_Nucleus_accumbens_basal_ganglia
0.8042,Brain_Nucleus_accumbens_basal_ganglia
0.7409,Brain_Nucleus_accumbens_basal_ganglia
0.5075,Brain_Nucleus_accumbens_basal_ganglia
1.05,Brain_Nucleus_accumbens_basal_ganglia
0.9273,Brain_Nucleus_accumbens_basal_ganglia
2.23,Brain_Nucleus_accumbens_basal_ganglia
0.5713,Brain_Nucleus_accumbens_basal_ganglia
0.4276,Brain_Nucleus_accumbens_basal_ganglia
1.369,Brain_Nucleus_accumbens_basal_ganglia
1.678,Brain_Nucleus_accumbens_basal_ganglia
1.274,Brain_Nucleus_accumbens_basal_ganglia
1.133,Brain_Nucleus_accumbens_basal_ganglia
3.01,Brain_Nucleus_accumbens_basal_ganglia
0.7888,Brain_Nucleus_accumbens_basal_ganglia
0.7125,Brain_Nucleus_accumbens_basal_ganglia
9.89,Brain_Nucleus_accumbens_basal_ganglia
0.9326,Brain_Nucleus_accumbens_basal_ganglia
0.3303,Brain_Nucleus_accumbens_basal_ganglia
2.096,Brain_Nucleus_accumbens_basal_ganglia
0.8353,Brain_Nucleus_accumbens_basal_ganglia
1.178,Brain_Nucleus_accumbens_basal_ganglia
0.6321,Brain_Nucleus_accumbens_basal_ganglia
3.794,Brain_Nucleus_accumbens_basal_ganglia
0.5734,Brain_Nucleus_accumbens_basal_ganglia
0.5973,Brain_Nucleus_accumbens_basal_ganglia
1.087,Brain_Nucleus_accumbens_basal_ganglia
0.4693,Brain_Nucleus_accumbens_basal_ganglia
0.5719,Brain_Nucleus_accumbens_basal_ganglia
0.3938,Brain_Nucleus_accumbens_basal_ganglia
2.666,Brain_Nucleus_accumbens_basal_ganglia
0.996,Brain_Nucleus_accumbens_basal_ganglia
0.2832,Brain_Nucleus_accumbens_basal_ganglia
0.4776,Brain_Nucleus_accumbens_basal_ganglia
0.5327,Brain_Nucleus_accumbens_basal_ganglia
0.4605,Brain_Nucleus_accumbens_basal_ganglia
0.4756,Brain_Cerebellar_Hemisphere
0.5315,Brain_Cerebellar_Hemisphere
0.9978,Brain_Cerebellar_Hemisphere
0.1718,Brain_Cerebellar_Hemisphere
0.2888,Brain_Cerebellar_Hemisphere
0.3593,Brain_Cerebellar_Hemisphere
0.4432,Brain_Cerebellar_Hemisphere
0.1884,Brain_Cerebellar_Hemisphere
0.3122,Brain_Cerebellar_Hemisphere
0.3788,Brain_Cerebellar_Hemisphere
0.2966,Brain_Cerebellar_Hemisphere
0.3171,Brain_Cerebellar_Hemisphere
0.1466,Brain_Cerebellar_Hemisphere
0.5127,Brain_Cerebellar_Hemisphere
0.2439,Brain_Cerebellar_Hemisphere
0.2759,Brain_Cerebellar_Hemisphere
0.1304,Brain_Cerebellar_Hemisphere
0.3646,Brain_Cerebellar_Hemisphere
0.9091,Brain_Cerebellar_Hemisphere
0.3487,Brain_Cerebellar_Hemisphere
0.3173,Brain_Cerebellar_Hemisphere
0.6052,Brain_Cerebellar_Hemisphere
0.4946,Brain_Cerebellar_Hemisphere
0.1856,Brain_Cerebellar_Hemisphere
0.4621,Brain_Cerebellar_Hemisphere
0.2036,Brain_Cerebellar_Hemisphere
0.2575,Brain_Cerebellar_Hemisphere
0.3575,Brain_Cerebellar_Hemisphere
0.5544,Brain_Cerebellar_Hemisphere
0.2531,Brain_Cerebellar_Hemisphere
0.3425,Brain_Cerebellar_Hemisphere
0.1983,Brain_Cerebellar_Hemisphere
0.5147,Brain_Cerebellar_Hemisphere
0.6139,Brain_Cerebellar_Hemisphere
0.2455,Brain_Cerebellar_Hemisphere
0.3499,Brain_Cerebellar_Hemisphere
0.3488,Brain_Cerebellar_Hemisphere
0.4042,Brain_Cerebellar_Hemisphere
0.2296,Brain_Cerebellar_Hemisphere
0.657,Brain_Cerebellar_Hemisphere
0.3009,Brain_Cerebellar_Hemisphere
0.3728,Brain_Cerebellar_Hemisphere
0.6135,Brain_Cerebellar_Hemisphere
2.076,Brain_Cerebellar_Hemisphere
0.3938,Brain_Cerebellar_Hemisphere
0.3071,Brain_Cerebellar_Hemisphere
0.4284,Brain_Cerebellar_Hemisphere
0.6893,Brain_Cerebellar_Hemisphere
2.459,Brain_Cerebellar_Hemisphere
0.2889,Brain_Cerebellar_Hemisphere
1.721,Brain_Cerebellar_Hemisphere
0.3247,Brain_Cerebellar_Hemisphere
0.2382,Brain_Cerebellar_Hemisphere
0.3307,Brain_Cerebellar_Hemisphere
0.3626,Brain_Cerebellar_Hemisphere
1.209,Brain_Cerebellar_Hemisphere
0.3533,Brain_Cerebellar_Hemisphere
0.6566,Brain_Cerebellar_Hemisphere
0.2686,Brain_Cerebellar_Hemisphere
0.8102,Brain_Cerebellar_Hemisphere
0.3177,Brain_Cerebellar_Hemisphere
0.3525,Brain_Cerebellar_Hemisphere
1.343,Brain_Cerebellar_Hemisphere
0.176,Brain_Cerebellar_Hemisphere
0.3645,Brain_Cerebellar_Hemisphere
0.2874,Brain_Cerebellar_Hemisphere
0.1564,Brain_Cerebellar_Hemisphere
0.367,Brain_Cerebellar_Hemisphere
2.285,Brain_Cerebellar_Hemisphere
0.3349,Brain_Cerebellar_Hemisphere
0.1907,Brain_Cerebellar_Hemisphere
0.2951,Brain_Cerebellar_Hemisphere
0.1768,Brain_Cerebellar_Hemisphere
0.9058,Brain_Cerebellar_Hemisphere
1.155,Brain_Cerebellar_Hemisphere
0.513,Brain_Cerebellar_Hemisphere
0.2307,Brain_Cerebellar_Hemisphere
0.5624,Brain_Cerebellar_Hemisphere
0.6209,Brain_Cerebellar_Hemisphere
0.5858,Brain_Cerebellar_Hemisphere
1.525,Brain_Cerebellar_Hemisphere
0.3444,Brain_Cerebellar_Hemisphere
0.4643,Brain_Cerebellar_Hemisphere
0.47,Brain_Cerebellar_Hemisphere
1.724,Brain_Cerebellar_Hemisphere
0.2544,Brain_Cerebellar_Hemisphere
1.52,Brain_Cerebellar_Hemisphere
1.008,Brain_Cerebellar_Hemisphere
0.6784,Brain_Cerebellar_Hemisphere
0.3633,Brain_Cerebellar_Hemisphere
0.2653,Brain_Cerebellar_Hemisphere
0.5531,Brain_Cerebellar_Hemisphere
1.443,Brain_Cerebellar_Hemisphere
0.4352,Brain_Cerebellar_Hemisphere
0.2382,Brain_Cerebellar_Hemisphere
0.3221,Brain_Cerebellar_Hemisphere
0.5421,Brain_Cerebellar_Hemisphere
0.1705,Brain_Cerebellar_Hemisphere
0.388,Brain_Cerebellar_Hemisphere
0.3902,Brain_Cerebellar_Hemisphere
0.8624,Brain_Cerebellar_Hemisphere
0.4686,Brain_Cerebellar_Hemisphere
0.425,Brain_Cerebellar_Hemisphere
0.1502,Brain_Cerebellar_Hemisphere
0.4438,Brain_Cerebellar_Hemisphere
0.1879,Brain_Cerebellar_Hemisphere
0.3081,Brain_Cerebellar_Hemisphere
0.2174,Brain_Cerebellar_Hemisphere
0.2882,Brain_Cerebellar_Hemisphere
0.406,Brain_Cerebellar_Hemisphere
0.1323,Brain_Cerebellar_Hemisphere
0.3198,Brain_Cerebellar_Hemisphere
0.6192,Brain_Cerebellar_Hemisphere
0.9937,Brain_Cerebellar_Hemisphere
0.9694,Brain_Cerebellar_Hemisphere
0.3037,Brain_Cerebellar_Hemisphere
0.2419,Brain_Cerebellar_Hemisphere
0.08025,Brain_Cerebellar_Hemisphere
0.2853,Brain_Cerebellar_Hemisphere
0.4127,Brain_Cerebellar_Hemisphere
0.8044,Brain_Cerebellar_Hemisphere
0.3414,Brain_Cerebellar_Hemisphere
0.7491,Brain_Cerebellar_Hemisphere
0.5984,Brain_Cerebellar_Hemisphere
0.4622,Brain_Cerebellar_Hemisphere
0.2469,Brain_Cerebellar_Hemisphere
0.282,Brain_Cerebellar_Hemisphere
0.837,Brain_Cerebellar_Hemisphere
0.2346,Brain_Cerebellar_Hemisphere
0.4318,Brain_Cerebellar_Hemisphere
0.2779,Brain_Cerebellar_Hemisphere
0.7864,Brain_Cerebellar_Hemisphere
0.04842,Brain_Cerebellar_Hemisphere
1.24,Brain_Cerebellar_Hemisphere
0.4186,Brain_Cerebellar_Hemisphere
0.348,Brain_Cerebellar_Hemisphere
0.4376,Brain_Cerebellar_Hemisphere
0.5504,Brain_Cerebellar_Hemisphere
0.3219,Brain_Cerebellar_Hemisphere
0.3825,Brain_Cerebellar_Hemisphere
0.7887,Brain_Cerebellar_Hemisphere
0.4096,Brain_Cerebellar_Hemisphere
0.4613,Brain_Cerebellar_Hemisphere
0.6586,Brain_Cerebellar_Hemisphere
0.3171,Brain_Cerebellar_Hemisphere
0.2302,Brain_Cerebellar_Hemisphere
0.5656,Brain_Cerebellar_Hemisphere
0.2458,Brain_Cerebellar_Hemisphere
0.5597,Brain_Cerebellar_Hemisphere
0.5842,Brain_Cerebellar_Hemisphere
0.3299,Brain_Cerebellar_Hemisphere
0.6245,Brain_Cerebellar_Hemisphere
0.5872,Brain_Cerebellar_Hemisphere
0.1802,Brain_Cerebellar_Hemisphere
0.2202,Brain_Cerebellar_Hemisphere
0.7094,Brain_Cerebellar_Hemisphere
0.3283,Brain_Cerebellar_Hemisphere
0.4208,Brain_Cerebellar_Hemisphere
0.904,Brain_Cerebellar_Hemisphere
0.3698,Brain_Cerebellar_Hemisphere
0.2595,Brain_Cerebellar_Hemisphere
0.2986,Brain_Cerebellar_Hemisphere
0.2712,Brain_Cerebellar_Hemisphere
0.4134,Brain_Cerebellar_Hemisphere
0.3541,Brain_Cerebellar_Hemisphere
0.5829,Brain_Cerebellar_Hemisphere
0.9503,Brain_Cerebellar_Hemisphere
0.2785,Brain_Cerebellar_Hemisphere
0.1692,Brain_Cerebellar_Hemisphere
0.2994,Brain_Cerebellar_Hemisphere
0.2006,Brain_Cerebellar_Hemisphere
0.5426,Brain_Cerebellar_Hemisphere
0.2793,Brain_Cerebellar_Hemisphere
1.271,Brain_Cerebellar_Hemisphere
0.8974,Brain_Cerebellar_Hemisphere
1.383,Brain_Cerebellar_Hemisphere
0.6636,Brain_Cerebellar_Hemisphere
1.736,Brain_Cerebellar_Hemisphere
0.4798,Brain_Cerebellar_Hemisphere
0.429,Brain_Cerebellar_Hemisphere
0.3986,Brain_Cerebellar_Hemisphere
0.917,Brain_Cerebellar_Hemisphere
0.6047,Brain_Cerebellar_Hemisphere
0.3655,Brain_Cerebellar_Hemisphere
0.5547,Brain_Cerebellar_Hemisphere
0.3504,Brain_Cerebellar_Hemisphere
0.1627,Brain_Cerebellar_Hemisphere
0.4759,Brain_Cerebellar_Hemisphere
0.4848,Brain_Cerebellar_Hemisphere
1.706,Brain_Cerebellar_Hemisphere
0.5194,Brain_Cerebellar_Hemisphere
0.5365,Brain_Cerebellar_Hemisphere
0.5863,Brain_Cerebellar_Hemisphere
1.399,Brain_Cerebellar_Hemisphere
0.5149,Brain_Cerebellar_Hemisphere
0.3006,Brain_Cerebellar_Hemisphere
1.56,Brain_Cerebellar_Hemisphere
0.5383,Brain_Cerebellar_Hemisphere
0.6326,Brain_Cerebellar_Hemisphere
1.723,Brain_Cerebellar_Hemisphere
0.8797,Brain_Cerebellar_Hemisphere
7.422,Brain_Cerebellar_Hemisphere
0.2402,Brain_Cerebellar_Hemisphere
0.4671,Brain_Cerebellar_Hemisphere
0.5784,Brain_Cerebellar_Hemisphere
0.1768,Brain_Cerebellar_Hemisphere
0.225,Brain_Cerebellar_Hemisphere
0.2052,Brain_Cerebellar_Hemisphere
0.2725,Brain_Cerebellar_Hemisphere
0.4366,Brain_Cerebellar_Hemisphere
0.4361,Brain_Cerebellar_Hemisphere
0.5801,Brain_Cerebellar_Hemisphere
0.22,Brain_Cerebellar_Hemisphere
0.2544,Brain_Cerebellar_Hemisphere
0.2263,Brain_Cerebellar_Hemisphere
16.83,Esophagus_Mucosa
11.7,Esophagus_Mucosa
10.36,Esophagus_Mucosa
13.18,Esophagus_Mucosa
15.4,Esophagus_Mucosa
14.08,Esophagus_Mucosa
13.79,Esophagus_Mucosa
31.42,Esophagus_Mucosa
16.74,Esophagus_Mucosa
9.913,Esophagus_Mucosa
18.7,Esophagus_Mucosa
13.42,Esophagus_Mucosa
11.86,Esophagus_Mucosa
13.23,Esophagus_Mucosa
11.57,Esophagus_Mucosa
15.68,Esophagus_Mucosa
19.78,Esophagus_Mucosa
15.48,Esophagus_Mucosa
10.68,Esophagus_Mucosa
13.8,Esophagus_Mucosa
14.02,Esophagus_Mucosa
14.91,Esophagus_Mucosa
14.77,Esophagus_Mucosa
22.56,Esophagus_Mucosa
12.06,Esophagus_Mucosa
14.45,Esophagus_Mucosa
10.48,Esophagus_Mucosa
9.764,Esophagus_Mucosa
13.93,Esophagus_Mucosa
13.31,Esophagus_Mucosa
14.36,Esophagus_Mucosa
17.4,Esophagus_Mucosa
12.93,Esophagus_Mucosa
10.24,Esophagus_Mucosa
16.92,Esophagus_Mucosa
14.1,Esophagus_Mucosa
15.07,Esophagus_Mucosa
23.92,Esophagus_Mucosa
11.34,Esophagus_Mucosa
13.15,Esophagus_Mucosa
16.69,Esophagus_Mucosa
14.15,Esophagus_Mucosa
14.56,Esophagus_Mucosa
14.71,Esophagus_Mucosa
11.14,Esophagus_Mucosa
18.17,Esophagus_Mucosa
13.58,Esophagus_Mucosa
